roi;file;img;url;group;final_mask;to_timeseries;obs;date;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839;Lenght Box;0;0;quema en vivo;24/10/2017;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20171113T153621_R068_T17MPN_20201014T193640.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20171113T153621_R068_T17MPN_20201014T193640.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20171113T153621_R068_T17MPN_20201014T193640;Lenght Box;0;0;-;13/11/2017;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20171218T153609_R068_T17MPN_20201014T145917.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20171218T153609_R068_T17MPN_20201014T145917.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20171218T153609_R068_T17MPN_20201014T145917;Lenght Box;0;0;-;18/12/2017;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20180308T153609_R068_T17MPN_20201013T081339.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20180308T153609_R068_T17MPN_20201013T081339.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20180308T153609_R068_T17MPN_20201013T081339;Lenght Box;1;1;-;8/03/2018;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702;Lenght Box;0;0;-;28/03/2019;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20190527T153621_R068_T17MPN_20201006T185821.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20190527T153621_R068_T17MPN_20201006T185821.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20190527T153621_R068_T17MPN_20201006T185821;Lenght Box;0;0;-;27/05/2019;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20190711T153629_R068_T17MPN_20201005T124133.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20190711T153629_R068_T17MPN_20201005T124133.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20190711T153629_R068_T17MPN_20201005T124133;Lenght Box;0;0;quema en vivo;11/07/2019;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20191029T153619_R068_T17MPN_20201004T072918.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20191029T153619_R068_T17MPN_20201004T072918.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20191029T153619_R068_T17MPN_20201004T072918;Lenght Box;0;0;-;29/10/2019;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20191113T153621_R068_T17MPN_20201003T160452.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20191113T153621_R068_T17MPN_20201003T160452.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20191113T153621_R068_T17MPN_20201003T160452;Lenght Box;0;0;-;13/11/2019;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826;Lenght Box;0;0;-;31/05/2020;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20200705T153619_R068_T17MPN_20210515T082507.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20200705T153619_R068_T17MPN_20210515T082507.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20200705T153619_R068_T17MPN_20210515T082507;Lenght Box;0;0;-;5/07/2020;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20200913T153619_R068_T17MPN_20200918T155152.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20200913T153619_R068_T17MPN_20200918T155152.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20200913T153619_R068_T17MPN_20200918T155152;Lenght Box;0;0;-;13/09/2020;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20201102T153619_R068_T17MPN_20201104T005942.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20201102T153619_R068_T17MPN_20201104T005942.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20201102T153619_R068_T17MPN_20201104T005942;Lenght Box;0;0;-;2/11/2020;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20210215T153621_R068_T17MPN_20210216T014033.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20210215T153621_R068_T17MPN_20210216T014033.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20210215T153621_R068_T17MPN_20210216T014033;Lenght Box;0;0;-;15/02/2021;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248;Lenght Box;1;1;-;22/03/2021;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417;Lenght Box;0;0;-;14/08/2021;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20210903T153621_R068_T17MPN_20210904T060315.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20210903T153621_R068_T17MPN_20210904T060315.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20210903T153621_R068_T17MPN_20210904T060315;Lenght Box;0;0;-;3/09/2021;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20210913T153621_R068_T17MPN_20210914T084525.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20210913T153621_R068_T17MPN_20210914T084525.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20210913T153621_R068_T17MPN_20210914T084525;Lenght Box;0;0;quema en vivo;13/09/2021;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20210918T153619_R068_T17MPN_20210919T032704.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20210918T153619_R068_T17MPN_20210919T032704.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20210918T153619_R068_T17MPN_20210919T032704;Lenght Box;0;0;-;18/09/2021;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20211003T153621_R068_T17MPN_20211004T011150.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20211003T153621_R068_T17MPN_20211004T011150.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20211003T153621_R068_T17MPN_20211004T011150;Lenght Box;0;0;-;3/10/2021;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20220312T153621_R068_T17MPN_20220313T052716.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20220312T153621_R068_T17MPN_20220313T052716.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20220312T153621_R068_T17MPN_20220313T052716;Lenght Box;0;0;-;12/03/2022;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20220416T153619_R068_T17MPN_20220417T032235.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20220416T153619_R068_T17MPN_20220417T032235.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20220416T153619_R068_T17MPN_20220417T032235;Lenght Box;0;0;quema en vivo;16/04/2022;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20220615T153619_R068_T17MPN_20220618T170223.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20220615T153619_R068_T17MPN_20220618T170223.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20220615T153619_R068_T17MPN_20220618T170223;Lenght Box;0;0;quema en vivo;15/06/2022;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2A_MSIL2A_20220918T153631_R068_T17MPN_20220919T103031.tif;D:\length_box\ROI_0069_02\S2A_MSIL2A_20220918T153631_R068_T17MPN_20220919T103031.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2A_MSIL2A_20220918T153631_R068_T17MPN_20220919T103031;Lenght Box;0;0;-;18/09/2022;;
ROI_0069_02;D:\scburning\ROI_0069_02\S2B_MSIL2A_20220923T153619_R068_T17MPN_20220924T062235.tif;D:\length_box\ROI_0069_02\S2B_MSIL2A_20220923T153619_R068_T17MPN_20220924T062235.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_02__S2B_MSIL2A_20220923T153619_R068_T17MPN_20220924T062235;Lenght Box;1;1;quema en vivo;23/09/2022;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20170226T153611_R068_T17MPN_20210208T173012.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20170226T153611_R068_T17MPN_20210208T173012.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20170226T153611_R068_T17MPN_20210208T173012;Lenght Box;0;0;-;26/02/2017;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20171024T153621_R068_T17MPN_20201015T015839;Lenght Box;0;0;-;24/10/2017;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20180924T153609_R068_T17MPN_20201009T043234.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20180924T153609_R068_T17MPN_20201009T043234.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20180924T153609_R068_T17MPN_20201009T043234;Lenght Box;0;0;quema en vivo;24/09/2018;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20181213T153609_R068_T17MPN_20201008T095323.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20181213T153609_R068_T17MPN_20201008T095323.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20181213T153609_R068_T17MPN_20201008T095323;Lenght Box;0;0;-;13/12/2018;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702;Lenght Box;0;0;-;28/03/2019;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20190914T153621_R068_T17MPN_20201004T130230.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20190914T153621_R068_T17MPN_20201004T130230.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20190914T153621_R068_T17MPN_20201004T130230;Lenght Box;0;0;quema en vivo;14/09/2019;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20191113T153621_R068_T17MPN_20201003T160452.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20191113T153621_R068_T17MPN_20201003T160452.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20191113T153621_R068_T17MPN_20201003T160452;Lenght Box;0;0;-;13/11/2019;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20200406T153619_R068_T17MPN_20200925T073500.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20200406T153619_R068_T17MPN_20200925T073500.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20200406T153619_R068_T17MPN_20200925T073500;Lenght Box;0;0;quema en vivo;6/04/2020;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20200411T153621_R068_T17MPN_20200923T020037.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20200411T153621_R068_T17MPN_20200923T020037.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20200411T153621_R068_T17MPN_20200923T020037;Lenght Box;0;0;-;11/04/2020;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20200521T153631_R068_T17MPN_20200910T104928;Lenght Box;0;0;-;21/05/2020;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20200923T153619_R068_T17MPN_20200926T094926.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20200923T153619_R068_T17MPN_20200926T094926.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20200923T153619_R068_T17MPN_20200926T094926;Lenght Box;0;0;-;23/09/2020;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20201107T153621_R068_T17MPN_20201108T161515.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20201107T153621_R068_T17MPN_20201108T161515.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20201107T153621_R068_T17MPN_20201108T161515;Lenght Box;0;0;quema en vivo;7/11/2020;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20210111T153619_R068_T17MPN_20210112T045648.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20210111T153619_R068_T17MPN_20210112T045648.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20210111T153619_R068_T17MPN_20210112T045648;Lenght Box;0;0;-;11/01/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121;Lenght Box;0;0;quema en vivo;21/01/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20210215T153621_R068_T17MPN_20210216T014033.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20210215T153621_R068_T17MPN_20210216T014033.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20210215T153621_R068_T17MPN_20210216T014033;Lenght Box;0;0;-;15/02/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20210322T153619_R068_T17MPN_20210323T104248;Lenght Box;0;0;-;22/03/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20210918T153619_R068_T17MPN_20210919T032704.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20210918T153619_R068_T17MPN_20210919T032704.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20210918T153619_R068_T17MPN_20210919T032704;Lenght Box;0;0;-;18/09/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844;Lenght Box;0;0;-;28/09/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20211003T153621_R068_T17MPN_20211004T011150.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20211003T153621_R068_T17MPN_20211004T011150.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20211003T153621_R068_T17MPN_20211004T011150;Lenght Box;0;0;-;3/10/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20211117T153619_R068_T17MPN_20211118T072229.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20211117T153619_R068_T17MPN_20211118T072229.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20211117T153619_R068_T17MPN_20211118T072229;Lenght Box;0;0;-;17/11/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2B_MSIL2A_20211127T153619_R068_T17MPN_20211128T185152.tif;D:\length_box\ROI_0069_03\S2B_MSIL2A_20211127T153619_R068_T17MPN_20211128T185152.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2B_MSIL2A_20211127T153619_R068_T17MPN_20211128T185152;Lenght Box;0;0;-;27/11/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20211212T153621_R068_T17MPN_20230130T185159.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20211212T153621_R068_T17MPN_20230130T185159.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20211212T153621_R068_T17MPN_20230130T185159;Lenght Box;0;0;-;12/12/2021;;
ROI_0069_03;D:\scburning\ROI_0069_03\S2A_MSIL2A_20220101T153621_R068_T17MPN_20220102T154736.tif;D:\length_box\ROI_0069_03\S2A_MSIL2A_20220101T153621_R068_T17MPN_20220102T154736.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0069_03__S2A_MSIL2A_20220101T153621_R068_T17MPN_20220102T154736;Lenght Box;0;0;-;1/01/2022;;
ROI_0083_04;D:\scburning\ROI_0083_04\S2A_MSIL2A_20170407T153621_R068_T17MPM_20210209T053656.tif;D:\length_box\ROI_0083_04\S2A_MSIL2A_20170407T153621_R068_T17MPM_20210209T053656.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0083_04__S2A_MSIL2A_20170407T153621_R068_T17MPM_20210209T053656;Lenght Box;1;1;quema en vivo;7/04/2017;;
ROI_0083_04;D:\scburning\ROI_0083_04\S2A_MSIL2A_20180313T153611_R068_T17MPM_20201013T082617.tif;D:\length_box\ROI_0083_04\S2A_MSIL2A_20180313T153611_R068_T17MPM_20201013T082617.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0083_04__S2A_MSIL2A_20180313T153611_R068_T17MPM_20201013T082617;Lenght Box;1;1;-;13/03/2018;;
ROI_0083_04;D:\scburning\ROI_0083_04\S2A_MSIL2A_20190308T153611_R068_T17MPM_20201007T042714.tif;D:\length_box\ROI_0083_04\S2A_MSIL2A_20190308T153611_R068_T17MPM_20201007T042714.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0083_04__S2A_MSIL2A_20190308T153611_R068_T17MPM_20201007T042714;Lenght Box;0;0;-;8/03/2019;;
ROI_0083_04;D:\scburning\ROI_0083_04\S2B_MSIL2A_20190601T153629_R068_T17MPM_20201005T205706.tif;D:\length_box\ROI_0083_04\S2B_MSIL2A_20190601T153629_R068_T17MPM_20201005T205706.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0083_04__S2B_MSIL2A_20190601T153629_R068_T17MPM_20201005T205706;Lenght Box;0;0;-;1/06/2019;;
ROI_0083_04;D:\scburning\ROI_0083_04\S2B_MSIL2A_20210131T153619_R068_T17MPM_20210205T222749.tif;D:\length_box\ROI_0083_04\S2B_MSIL2A_20210131T153619_R068_T17MPM_20210205T222749.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0083_04__S2B_MSIL2A_20210131T153619_R068_T17MPM_20210205T222749;Lenght Box;0;0;-;31/01/2021;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20171128T153609_R068_T17MPM_20201014T224654.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20171128T153609_R068_T17MPM_20201014T224654.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20171128T153609_R068_T17MPM_20201014T224654;Lenght Box;0;0;-;28/11/2017;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20181213T153609_R068_T17MPM_20201008T095324.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20181213T153609_R068_T17MPM_20201008T095324.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20181213T153609_R068_T17MPM_20201008T095324;Lenght Box;0;0;-;13/12/2018;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20191108T153619_R068_T17MPM_20201003T143240.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20191108T153619_R068_T17MPM_20201003T143240.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20191108T153619_R068_T17MPM_20201003T143240;Lenght Box;0;0;-;8/11/2019;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2A_MSIL2A_20200112T153611_R068_T17MPM_20201002T174343.tif;D:\length_box\ROI_0085_01\S2A_MSIL2A_20200112T153611_R068_T17MPM_20201002T174343.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2A_MSIL2A_20200112T153611_R068_T17MPM_20201002T174343;Lenght Box;0;0;-;12/01/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2A_MSIL2A_20200221T153611_R068_T17MPM_20200927T143621.tif;D:\length_box\ROI_0085_01\S2A_MSIL2A_20200221T153611_R068_T17MPM_20200927T143621.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2A_MSIL2A_20200221T153611_R068_T17MPM_20200927T143621;Lenght Box;0;0;-;21/02/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20200226T153619_R068_T17MPM_20200928T150911.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20200226T153619_R068_T17MPM_20200928T150911.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20200226T153619_R068_T17MPM_20200928T150911;Lenght Box;0;0;-;26/02/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20200406T153619_R068_T17MPM_20200925T073456.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20200406T153619_R068_T17MPM_20200925T073456.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20200406T153619_R068_T17MPM_20200925T073456;Lenght Box;0;0;-;6/04/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2A_MSIL2A_20200411T153621_R068_T17MPM_20200923T020037.tif;D:\length_box\ROI_0085_01\S2A_MSIL2A_20200411T153621_R068_T17MPM_20200923T020037.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2A_MSIL2A_20200411T153621_R068_T17MPM_20200923T020037;Lenght Box;0;0;-;11/04/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20200416T153619_R068_T17MPM_20200923T195133.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20200416T153619_R068_T17MPM_20200923T195133.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20200416T153619_R068_T17MPM_20200923T195133;Lenght Box;0;0;-;16/04/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20200426T153619_R068_T17MPM_20200922T055901.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20200426T153619_R068_T17MPM_20200922T055901.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20200426T153619_R068_T17MPM_20200922T055901;Lenght Box;1;1;-;26/04/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20200506T153619_R068_T17MPM_20200920T193446.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20200506T153619_R068_T17MPM_20200920T193446.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20200506T153619_R068_T17MPM_20200920T193446;Lenght Box;0;0;-;6/05/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2A_MSIL2A_20200610T153631_R068_T17MPM_20200826T204407.tif;D:\length_box\ROI_0085_01\S2A_MSIL2A_20200610T153631_R068_T17MPM_20200826T204407.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2A_MSIL2A_20200610T153631_R068_T17MPM_20200826T204407;Lenght Box;0;0;quema en vivo;10/06/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20201222T153619_R068_T17MPM_20201225T061318.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20201222T153619_R068_T17MPM_20201225T061318.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20201222T153619_R068_T17MPM_20201225T061318;Lenght Box;0;0;-;22/12/2020;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20210322T153619_R068_T17MPM_20210323T110148.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20210322T153619_R068_T17MPM_20210323T110148.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20210322T153619_R068_T17MPM_20210323T110148;Lenght Box;0;0;-;22/03/2021;;
ROI_0085_01;D:\scburning\ROI_0085_01\S2B_MSIL2A_20211127T153619_R068_T17MPM_20211128T173133.tif;D:\length_box\ROI_0085_01\S2B_MSIL2A_20211127T153619_R068_T17MPM_20211128T173133.png;http://127.0.0.1:5000/segmentation/?image_id=ROI_0085_01__S2B_MSIL2A_20211127T153619_R068_T17MPM_20211128T173133;Lenght Box;0;0;-;27/11/2021;;
