1;good label?;;;;;
D:\dataset\v6\input\ROI_0071_08_01__S2B_MSIL2A_20200615T153619_R068_T17MPN_20200827T130253.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_08_02__S2B_MSIL2A_20200615T153619_R068_T17MPN_20200827T130253.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_08_04__S2B_MSIL2A_20200615T153619_R068_T17MPN_20200827T130253.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_09_01__S2A_MSIL2A_20210225T153621_R068_T17MPN_20210226T054736.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_09_02__S2A_MSIL2A_20210225T153621_R068_T17MPN_20210226T054736.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_09_04__S2A_MSIL2A_20210225T153621_R068_T17MPN_20210226T054736.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_11_01__S2B_MSIL2A_20210511T153619_R068_T17MPN_20210513T105447.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_11_02__S2B_MSIL2A_20210511T153619_R068_T17MPN_20210513T105447.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_11_03__S2B_MSIL2A_20210511T153619_R068_T17MPN_20210513T105447.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_12_01__S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_12_02__S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_12_04__S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_13_01__S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_14_01__S2B_MSIL2A_20211227T153619_R068_T17MPN_20211228T041252.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_14_04__S2B_MSIL2A_20211227T153619_R068_T17MPN_20211228T041252.tif;0;;;;;
D:\dataset\v6\input\ROI_0071_15_01__S2A_MSIL2A_20220101T153621_R068_T17MPN_20220102T154736.tif;1;;;;;
D:\dataset\v6\input\ROI_0071_15_03__S2A_MSIL2A_20220101T153621_R068_T17MPN_20220102T154736.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_01_04__S2A_MSIL2A_20180820T153621_R068_T17MPN_20201011T042636.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_02_04__S2A_MSIL2A_20180919T153611_R068_T17MPN_20201009T024609.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_03_04__S2B_MSIL2A_20181103T153619_R068_T17MPN_20201008T153241.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_04_01__S2B_MSIL2A_20181213T153609_R068_T17MPN_20201008T095323.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_04_02__S2B_MSIL2A_20181213T153609_R068_T17MPN_20201008T095323.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_05_03__S2A_MSIL2A_20181228T153611_R068_T17MPN_20201008T134224.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_05_04__S2A_MSIL2A_20181228T153611_R068_T17MPN_20201008T134224.tif;0;;;;;
D:\dataset\v6\input\ROI_0072_06_04__S2A_MSIL2A_20190716T153621_R068_T17MPN_20201005T145345.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_07_04__S2B_MSIL2A_20200406T153619_R068_T17MPN_20200925T073500.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_08_01__S2B_MSIL2A_20200814T153619_R068_T17MPN_20200816T045911.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_08_02__S2B_MSIL2A_20200814T153619_R068_T17MPN_20200816T045911.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_08_04__S2B_MSIL2A_20200814T153619_R068_T17MPN_20200816T045911.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_09_04__S2A_MSIL2A_20201018T153621_R068_T17MPN_20201019T182949.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_10_02__S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_10_04__S2B_MSIL2A_20210121T153619_R068_T17MPN_20210122T143121.tif;0;;;;;
D:\dataset\v6\input\ROI_0072_11_02__S2B_MSIL2A_20210302T153619_R068_T17MPN_20210303T053352.tif;0;;;;;
D:\dataset\v6\input\ROI_0072_11_04__S2B_MSIL2A_20210302T153619_R068_T17MPN_20210303T053352.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_12_01__S2B_MSIL2A_20210421T153619_R068_T17MPN_20210423T045202.tif;0;;;;;
D:\dataset\v6\input\ROI_0072_12_02__S2B_MSIL2A_20210421T153619_R068_T17MPN_20210423T045202.tif;0;;;;;
D:\dataset\v6\input\ROI_0072_12_04__S2B_MSIL2A_20210421T153619_R068_T17MPN_20210423T045202.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_13_02__S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_13_04__S2A_MSIL2A_20210814T153621_R068_T17MPN_20210815T030417.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_14_01__S2A_MSIL2A_20220111T153621_R068_T17MPN_20220112T175106.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_14_02__S2A_MSIL2A_20220111T153621_R068_T17MPN_20220112T175106.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_14_04__S2A_MSIL2A_20220111T153621_R068_T17MPN_20220112T175106.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_15_02__S2B_MSIL2A_20220426T153609_R068_T17MPN_20220427T124215.tif;1;;;;;
D:\dataset\v6\input\ROI_0072_15_04__S2B_MSIL2A_20220426T153609_R068_T17MPN_20220427T124215.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_01_03__S2A_MSIL2A_20180502T153621_R068_T17MPN_20201012T045803.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_01_04__S2A_MSIL2A_20180502T153621_R068_T17MPN_20201012T045803.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_02_01__S2B_MSIL2A_20180825T153609_R068_T17MPN_20201027T034853.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_02_03__S2B_MSIL2A_20180825T153609_R068_T17MPN_20201027T034853.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_02_04__S2B_MSIL2A_20180825T153609_R068_T17MPN_20201027T034853.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_03_01__S2A_MSIL2A_20190417T153621_R068_T17MPN_20201007T031109.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_03_03__S2A_MSIL2A_20190417T153621_R068_T17MPN_20201007T031109.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_03_04__S2A_MSIL2A_20190417T153621_R068_T17MPN_20201007T031109.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_04_03__S2A_MSIL2A_20191223T153611_R068_T17MPN_20201003T083758.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_05_03__S2B_MSIL2A_20200406T153619_R068_T17MPN_20200925T073500.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_05_04__S2B_MSIL2A_20200406T153619_R068_T17MPN_20200925T073500.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_06_03__S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_06_04__S2A_MSIL2A_20200531T153631_R068_T17MPN_20200911T150826.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_07_03__S2B_MSIL2A_20200615T153619_R068_T17MPN_20200827T130253.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_07_04__S2B_MSIL2A_20200615T153619_R068_T17MPN_20200827T130253.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_08_03__S2B_MSIL2A_20210312T153619_R068_T17MPN_20210313T192720.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_09_03__S2A_MSIL2A_20210416T153611_R068_T17MPN_20210417T065935.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_09_04__S2A_MSIL2A_20210416T153611_R068_T17MPN_20210417T065935.tif;1;;;;;
D:\dataset\v6\input\ROI_0073_11_03__S2A_MSIL2A_20211003T153621_R068_T17MPN_20211004T011150.tif;1;;;;;
D:\dataset\v6\input\ROI_0074_01_01__S2B_MSIL2A_20181014T153619_R068_T17MPM_20201009T113528.tif;1;;;;;
D:\dataset\v6\input\ROI_0074_01_02__S2B_MSIL2A_20181014T153619_R068_T17MPM_20201009T113528.tif;1;;;;;
D:\dataset\v6\input\ROI_0074_02_01__S2A_MSIL2A_20181019T153621_R068_T17MPM_20201009T130808.tif;1;;;;;
D:\dataset\v6\input\ROI_0074_02_03__S2A_MSIL2A_20181019T153621_R068_T17MPM_20201009T130808.tif;1;;;;;
D:\dataset\v6\input\ROI_0074_03_02__S2B_MSIL2A_20190303T153619_R068_T17MPM_20201030T120231.tif;1;;;;;
D:\dataset\v6\input\ROI_0074_03_03__S2B_MSIL2A_20190303T153619_R068_T17MPM_20201030T120231.tif;1;;;;;
D:\dataset\v6\input\ROI_0074_03_04__S2B_MSIL2A_20190303T153619_R068_T17MPM_20201030T120231.tif;0;;;;;
D:\dataset\v6\input\ROI_0075_01_04__S2A_MSIL2A_20180412T153621_R068_T17MPN_20201012T212256.tif;1;;;;;
D:\dataset\v6\input\ROI_0075_02_02__S2A_MSIL2A_20180919T153611_R068_T17MPN_20201009T024609.tif;1;;;;;
D:\dataset\v6\input\ROI_0075_02_04__S2A_MSIL2A_20180919T153611_R068_T17MPN_20201009T024609.tif;1;;;;;
D:\dataset\v6\input\ROI_0075_03_02__S2B_MSIL2A_20180924T153609_R068_T17MPN_20201009T043234.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_01_01__S2B_MSIL2A_20180815T153619_R068_T17MPN_20201011T021736.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_01_02__S2B_MSIL2A_20180815T153619_R068_T17MPN_20201011T021736.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_01_03__S2B_MSIL2A_20180815T153619_R068_T17MPN_20201011T021736.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_01_04__S2B_MSIL2A_20180815T153619_R068_T17MPN_20201011T021736.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_02_01__S2A_MSIL2A_20180929T153621_R068_T17MPN_20201009T061137.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_02_02__S2A_MSIL2A_20180929T153621_R068_T17MPN_20201009T061137.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_02_03__S2A_MSIL2A_20180929T153621_R068_T17MPN_20201009T061137.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_02_04__S2A_MSIL2A_20180929T153621_R068_T17MPN_20201009T061137.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_03_01__S2B_MSIL2A_20181024T153619_R068_T17MPN_20201009T150008.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_03_02__S2B_MSIL2A_20181024T153619_R068_T17MPN_20201009T150008.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_03_03__S2B_MSIL2A_20181024T153619_R068_T17MPN_20201009T150008.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_03_04__S2B_MSIL2A_20181024T153619_R068_T17MPN_20201009T150008.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_04_01__S2A_MSIL2A_20190308T153611_R068_T17MPN_20201007T042714.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_04_03__S2A_MSIL2A_20190308T153611_R068_T17MPN_20201007T042714.tif;1;;;;;
D:\dataset\v6\input\ROI_0076_04_04__S2A_MSIL2A_20190308T153611_R068_T17MPN_20201007T042714.tif;1;;;;;
D:\dataset\v6\input\ROI_0077_01_01__S2A_MSIL2A_20190716T153621_R068_T17MPN_20201005T145345.tif;1;;;;;
D:\dataset\v6\input\ROI_0077_01_03__S2A_MSIL2A_20190716T153621_R068_T17MPN_20201005T145345.tif;1;;;;;
D:\dataset\v6\input\ROI_0077_04_01__S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif;1;;;;;
D:\dataset\v6\input\ROI_0077_04_03__S2B_MSIL2A_20210928T153619_R068_T17MPN_20210929T072844.tif;1;;;;;
D:\dataset\v6\input\ROI_0077_05_03__S2B_MSIL2A_20211117T153619_R068_T17MPN_20211118T072229.tif;1;;;;;
D:\dataset\v6\input\ROI_0077_06_03__S2A_MSIL2A_20211122T153621_R068_T17MPN_20211123T062138.tif;1;;;;;
D:\dataset\v6\input\ROI_0078_01_01__S2A_MSIL2A_20180919T153611_R068_T17MPN_20201009T024609.tif;1;;;;;
D:\dataset\v6\input\ROI_0078_01_02__S2A_MSIL2A_20180919T153611_R068_T17MPN_20201009T024609.tif;1;;;;;
D:\dataset\v6\input\ROI_0078_02_01__S2B_MSIL2A_20180924T153609_R068_T17MPN_20201009T043234.tif;1;;;;;
D:\dataset\v6\input\ROI_0078_02_02__S2B_MSIL2A_20180924T153609_R068_T17MPN_20201009T043234.tif;1;;;;;
D:\dataset\v6\input\ROI_0078_02_04__S2B_MSIL2A_20180924T153609_R068_T17MPN_20201009T043234.tif;1;;;;;
D:\dataset\v6\input\ROI_0078_03_01__S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif;1;;;;;
D:\dataset\v6\input\ROI_0078_03_02__S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif;1;;;;;
D:\dataset\v6\input\ROI_0078_03_03__S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif;1;;;;;
D:\dataset\v6\input\ROI_0078_03_04__S2A_MSIL2A_20190328T153621_R068_T17MPN_20201007T113702.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_01_01__S2B_MSIL2A_20180427T153619_R068_T17MPN_20201026T075457.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_01_03__S2B_MSIL2A_20180427T153619_R068_T17MPN_20201026T075457.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_01_04__S2B_MSIL2A_20180427T153619_R068_T17MPN_20201026T075457.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_02_02__S2A_MSIL2A_20180820T153621_R068_T17MPN_20201011T042636.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_02_03__S2A_MSIL2A_20180820T153621_R068_T17MPN_20201011T042636.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_02_04__S2A_MSIL2A_20180820T153621_R068_T17MPN_20201011T042636.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_03_01__S2B_MSIL2A_20180825T153609_R068_T17MPN_20201027T034853.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_03_02__S2B_MSIL2A_20180825T153609_R068_T17MPN_20201027T034853.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_03_03__S2B_MSIL2A_20180825T153609_R068_T17MPN_20201027T034853.tif;1;;;;;
D:\dataset\v6\input\ROI_0079_03_04__S2B_MSIL2A_20180825T153609_R068_T17MPN_20201027T034853.tif;1;;;;;
D:\dataset\v6\input\ROI_0080_01_01__S2A_MSIL2A_20180731T153621_R068_T17MPN_20201011T220520.tif;1;;;;;
D:\dataset\v6\input\ROI_0080_03_01__S2B_MSIL2A_20190502T153629_R068_T17MPN_20201006T091847.tif;1;;;;;
D:\dataset\v6\input\ROI_0080_03_03__S2B_MSIL2A_20190502T153629_R068_T17MPN_20201006T091847.tif;1;;;;;
D:\dataset\v6\input\ROI_0081_01_04__S2B_MSIL2A_20180407T153619_R068_T17MPM_20201012T193457.tif;1;;;;;
D:\dataset\v6\input\ROI_0081_02_03__S2B_MSIL2A_20181213T153609_R068_T17MPM_20201008T095324.tif;1;;;;;
D:\dataset\v6\input\ROI_0081_02_04__S2B_MSIL2A_20181213T153609_R068_T17MPM_20201008T095324.tif;1;;;;;
D:\dataset\v6\input\ROI_0082_02_04__S2B_MSIL2A_20191108T153619_R068_T17MPM_20201003T143240.tif;0;;;;;
D:\dataset\v6\input\ROI_0082_03_02__S2A_MSIL2A_20191223T153611_R068_T17MPM_20201003T083758.tif;1;;;;;
D:\dataset\v6\input\ROI_0082_03_04__S2A_MSIL2A_20191223T153611_R068_T17MPM_20201003T083758.tif;1;;;;;
D:\dataset\v6\input\ROI_0083_01_01__S2B_MSIL2A_20180417T153619_R068_T17MPM_20201012T233240.tif;1;;;;;
D:\dataset\v6\input\ROI_0083_01_02__S2B_MSIL2A_20180417T153619_R068_T17MPM_20201012T233240.tif;1;;;;;
D:\dataset\v6\input\ROI_0083_03_01__S2B_MSIL2A_20190522T153629_R068_T17MPM_20201006T171150.tif;1;;;;;
D:\dataset\v6\input\ROI_0083_03_02__S2B_MSIL2A_20190522T153629_R068_T17MPM_20201006T171150.tif;1;;;;;
D:\dataset\v6\input\ROI_0083_03_04__S2B_MSIL2A_20190522T153629_R068_T17MPM_20201006T171150.tif;1;;;;;
D:\dataset\v6\input\ROI_0083_04__S2A_MSIL2A_20170407T153621_R068_T17MPM_20210209T053656.tif;1;;;;;
D:\dataset\v6\input\ROI_0084_01_02__S2A_MSIL2A_20190226T153611_R068_T17MPM_20201007T205041.tif;1;;;;;
D:\dataset\v6\input\ROI_0084_02_03__S2B_MSIL2A_20190303T153619_R068_T17MPM_20201030T120231.tif;1;;;;;
D:\dataset\v6\input\ROI_0084_02_04__S2B_MSIL2A_20190303T153619_R068_T17MPM_20201030T120231.tif;1;;;;;
D:\dataset\v6\input\ROI_0084_03_03__S2B_MSIL2A_20190512T153629_R068_T17MPM_20201006T132524.tif;1;;;;;
D:\dataset\v6\input\ROI_0084_03_04__S2B_MSIL2A_20190512T153629_R068_T17MPM_20201006T132524.tif;1;;;;;
D:\dataset\v6\input\ROI_0084_04_03__S2B_MSIL2A_20190522T153629_R068_T17MPM_20201006T171150.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_01_01__S2A_MSIL2A_20190117T153621_R068_T17MPM_20201008T021731.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_01_02__S2A_MSIL2A_20190117T153621_R068_T17MPM_20201008T021731.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_01_04__S2A_MSIL2A_20190117T153621_R068_T17MPM_20201008T021731.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_01__S2B_MSIL2A_20200426T153619_R068_T17MPM_20200922T055901.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_02_01__S2B_MSIL2A_20190512T153629_R068_T17MPM_20201006T132524.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_02_02__S2B_MSIL2A_20190512T153629_R068_T17MPM_20201006T132524.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_02_03__S2B_MSIL2A_20190512T153629_R068_T17MPM_20201006T132524.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_03_01__S2B_MSIL2A_20190601T153629_R068_T17MPM_20201005T205706.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_03_02__S2B_MSIL2A_20190601T153629_R068_T17MPM_20201005T205706.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_03_03__S2B_MSIL2A_20190601T153629_R068_T17MPM_20201005T205706.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_03_04__S2B_MSIL2A_20190601T153629_R068_T17MPM_20201005T205706.tif;1;;;;;
D:\dataset\v6\input\ROI_0085_03__S2A_MSIL2A_20210506T153621_R068_T17MPM_20210508T060255.tif;1;;;;;
D:\dataset\v6\input\ROI_0086_02__S2B_MSIL2A_20200824T153619_R068_T17MPM_20200827T151716.tif;1;;;;;
D:\dataset\v6\input\ROI_0087_01_03__S2A_MSIL2A_20180522T153621_R068_T17MQM_20201012T125608.tif;1;;;;;
D:\dataset\v6\input\ROI_0087_02_04__S2A_MSIL2A_20190606T153621_R068_T17MQM_20201005T224731.tif;1;;;;;
D:\dataset\v6\input\ROI_0087_03_03__S2B_MSIL2A_20191108T153619_R068_T17MQM_20201003T143237.tif;1;;;;;
D:\dataset\v6\input\ROI_0087_03_04__S2B_MSIL2A_20191108T153619_R068_T17MQM_20201003T143237.tif;1;;;;;
D:\dataset\v6\input\ROI_0087_06_04__S2B_MSIL2A_20200216T153619_R068_T17MQM_20200929T125502.tif;1;;;;;
D:\dataset\v6\input\ROI_0088_01_04__S2B_MSIL2A_20181213T153609_R068_T17MQM_20201008T095318.tif;1;;;;;
D:\dataset\v6\input\ROI_0088_03_04__S2B_MSIL2A_20190522T153629_R068_T17MQM_20201006T171145.tif;1;;;;;
D:\dataset\v6\input\ROI_0089_03_03__S2A_MSIL2A_20191024T153621_R068_T17MQM_20201004T054349.tif;1;;;;;
D:\dataset\v6\input\ROI_0090_03_01__S2B_MSIL2A_20190422T153629_R068_T17MQM_20201105T153233.tif;1;;;;;
D:\dataset\v6\input\ROI_0091_03_01__S2A_MSIL2A_20181228T153611_R068_T17MQM_20201008T134218.tif;1;;;;;
D:\dataset\v6\input\ROI_0093_03_03__S2B_MSIL2A_20190522T153629_R068_T17MQM_20201006T171145.tif;1;;;;;
D:\dataset\v6\input\ROI_0094_02_02__S2A_MSIL2A_20190107T153611_R068_T17MQM_20201007T233158.tif;1;;;;;
D:\dataset\v6\input\ROI_0094_02_04__S2A_MSIL2A_20190107T153611_R068_T17MQM_20201007T233158.tif;1;;;;;
D:\dataset\v6\input\ROI_0094_03_02__S2B_MSIL2A_20190412T153629_R068_T17MQM_20201007T012422.tif;1;;;;;
D:\dataset\v6\input\ROI_0094_03_03__S2B_MSIL2A_20190412T153629_R068_T17MQM_20201007T012422.tif;1;;;;;
D:\dataset\v6\input\ROI_0095_02_01__S2B_MSIL2A_20190601T153629_R068_T17MQM_20201005T205705.tif;1;;;;;
D:\dataset\v6\input\ROI_0096_01_01__S2A_MSIL2A_20180721T153621_R068_T17MQM_20201011T181944.tif;1;;;;;
D:\dataset\v6\input\ROI_0096_01_02__S2A_MSIL2A_20180721T153621_R068_T17MQM_20201011T181944.tif;1;;;;;
D:\dataset\v6\input\ROI_0096_01_04__S2A_MSIL2A_20180721T153621_R068_T17MQM_20201011T181944.tif;1;;;;;
D:\dataset\v6\input\ROI_0097_01_02__S2A_MSIL2A_20180721T153621_R068_T17LQL_20201011T181937.tif;1;;;;;
D:\dataset\v6\input\ROI_0097_01_04__S2A_MSIL2A_20180721T153621_R068_T17LQL_20201011T181937.tif;1;;;;;
D:\dataset\v6\input\ROI_0097_02_02__S2B_MSIL2A_20181123T153619_R068_T17LQL_20201008T211029.tif;1;;;;;
D:\dataset\v6\input\ROI_0097_02_04__S2B_MSIL2A_20181123T153619_R068_T17LQL_20201008T211029.tif;1;;;;;
D:\dataset\v6\input\ROI_0097_03_03__S2A_MSIL2A_20181205T152631_R025_T17LQL_20201008T073327.tif;1;;;;;
D:\dataset\v6\input\ROI_0097_03_04__S2A_MSIL2A_20181205T152631_R025_T17LQL_20201008T073327.tif;1;;;;;
D:\dataset\v6\input\ROI_0097_04_03__S2B_MSIL2A_20190303T153619_R068_T17LQL_20201030T120219.tif;1;;;;;
D:\dataset\v6\input\ROI_0097_04_04__S2B_MSIL2A_20190303T153619_R068_T17LQL_20201030T120219.tif;1;;;;;
D:\dataset\v6\input\ROI_0097_05_04__S2B_MSIL2A_20190412T153629_R068_T17LQL_20201007T012413.tif;1;;;;;
D:\dataset\v6\input\ROI_0098_02_03__S2A_MSIL2A_20181205T152631_R025_T17MQM_20201008T073326.tif;1;;;;;
D:\dataset\v6\input\ROI_0098_02_04__S2A_MSIL2A_20181205T152631_R025_T17MQM_20201008T073326.tif;1;;;;;
D:\dataset\v6\input\ROI_0099_02_01__S2B_MSIL2A_20181024T153619_R068_T17MQM_20201009T150005.tif;1;;;;;
D:\dataset\v6\input\ROI_0099_03_01__S2B_MSIL2A_20190320T152639_R025_T17MQM_20201007T084612.tif;1;;;;;
D:\dataset\v6\input\ROI_0100_01_02__S2A_MSIL2A_20180320T152641_R025_T17LQL_20201013T113813.tif;1;;;;;
D:\dataset\v6\input\ROI_0100_02_02__S2B_MSIL2A_20181024T153619_R068_T17LQL_20201009T150002.tif;1;;;;;
D:\dataset\v6\input\ROI_0101_01_04__S2A_MSIL2A_20181205T152631_R025_T17LQL_20201008T073327.tif;1;;;;;
D:\dataset\v6\input\ROI_0101_02_04__S2B_MSIL2A_20181210T152629_R025_T17LQL_20201008T090346.tif;1;;;;;
D:\dataset\v6\input\ROI_0101_03_04__S2B_MSIL2A_20190102T153619_R068_T17LQL_20201007T221744.tif;1;;;;;
D:\dataset\v6\input\ROI_0102_02_01__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;1;;;;;
D:\dataset\v6\input\ROI_0102_02_02__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;1;;;;;
D:\dataset\v6\input\ROI_0102_02_03__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;1;;;;;
D:\dataset\v6\input\ROI_0102_02_04__S2B_MSIL2A_20180921T152629_R025_T17LQL_20201009T033413.tif;1;;;;;
D:\dataset\v6\input\ROI_0102_03_01__S2A_MSIL2A_20181215T152631_R025_T17LQL_20201008T101806.tif;1;;;;;
D:\dataset\v6\input\ROI_0102_03_03__S2A_MSIL2A_20181215T152631_R025_T17LQL_20201008T101806.tif;1;;;;;
D:\dataset\v6\input\ROI_0103_02_02__S2A_MSIL2A_20181215T152631_R025_T17LQL_20201008T101806.tif;1;;;;;
D:\dataset\v6\input\ROI_0103_02_04__S2A_MSIL2A_20181215T152631_R025_T17LQL_20201008T101806.tif;1;;;;;
D:\dataset\v6\input\ROI_0103_03_04__S2B_MSIL2A_20190601T153629_R068_T17LQL_20201005T205700.tif;1;;;;;
D:\dataset\v6\input\ROI_0104_02_01__S2B_MSIL2A_20200226T153619_R068_T17LQL_20200928T150833.tif;1;;;;;
D:\dataset\v6\input\ROI_0104_03_01__S2A_MSIL2A_20200319T152641_R025_T17LQL_20201012T163756.tif;1;;;;;
D:\dataset\v6\input\ROI_0105_03_01__S2B_MSIL2A_20190409T152649_R025_T17LQL_20201007T001339.tif;1;;;;;
D:\dataset\v6\input\ROI_0106_01_04__S2B_MSIL2A_20180414T152639_R025_T17LQL_20201012T222252.tif;1;;;;;
D:\dataset\v6\input\ROI_0106_02_04__S2A_MSIL2A_20180429T152641_R025_T17LQL_20201013T040824.tif;1;;;;;
D:\dataset\v6\input\ROI_0106_03_04__S2A_MSIL2A_20190404T152641_R025_T17LQL_20201006T220352.tif;1;;;;;
D:\dataset\v6\input\ROI_0108_03_02__S2B_MSIL2A_20200304T152639_R025_T17LQL_20200928T092348.tif;1;;;;;
D:\dataset\v6\input\ROI_0108_04_02__S2A_MSIL2A_20200309T152641_R025_T17LQL_20201020T013301.tif;1;;;;;
D:\dataset\v6\input\ROI_0108_08_02__S2A_MSIL2A_20200915T152641_R025_T17LQL_20200918T093620.tif;1;;;;;
D:\dataset\v6\input\ROI_0108_09_02__S2A_MSIL2A_20220717T152651_R025_T17LQL_20220718T035932.tif;1;;;;;
D:\dataset\v6\input\ROI_0108_09_03__S2A_MSIL2A_20220717T152651_R025_T17LQL_20220718T035932.tif;1;;;;;
D:\dataset\v6\input\ROI_0108_10_02__S2A_MSIL2A_20220727T152651_R025_T17LQL_20220729T030954.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_01_04__S2B_MSIL2A_20180315T152629_R025_T17LQL_20201013T093155.tif;1;;;;;
D:\dataset\v6\input\ROI_0109_02_03__S2B_MSIL2A_20180414T152639_R025_T17LQL_20201012T222252.tif;1;;;;;
